cik,company_name,fis_yr,filling_date,complexity,ex13,10k_url,ex13_url
80661,PROGRESSIVE CORP/OH/,1993,19940329,0.016042781,1,https://www.sec.gov/Archives/edgar/data/80661/000095015294000341/,['https://www.sec.gov/Archives/edgar/data/80661/000095015294000341/']
1800,ABBOTT LABORATORIES,2000,20010215,0.187165775,0,https://www.sec.gov/Archives/edgar/data/1800/000091205701006039/a2035109z10-k.htm,
896159,ACE LTD,2000,20010329,0.254010695,1,https://www.sec.gov/Archives/edgar/data/896159/000095013101001644/0000950131-01-001644-0001.txt,['https://www.sec.gov/Archives/edgar/data/896159/000095013101001644/0000950131-01-001644-0005.txt']
796343,ADOBE SYSTEMS INC,2000,20010226,0.256684492,0,https://www.sec.gov/Archives/edgar/data/796343/000091205701006700/a2039309z10-k.htm,
874761,AES CORPORATION,2000,20010327,0.248663102,0,https://www.sec.gov/Archives/edgar/data/874761/000091205701008514/a2042927z10-k.htm,
4977,AFLAC INC,2000,20010328,0.197860963,1,https://www.sec.gov/Archives/edgar/data/4977/000000497701500045/k00edg.txt,['https://www.sec.gov/Archives/edgar/data/4977/000000497701500045/k00e13.txt']
4447,AMERADA HESS CORP,2000,20010328,0.168449198,1,https://www.sec.gov/Archives/edgar/data/4447/000095012301002755/y45625ke10-k.txt,['https://www.sec.gov/Archives/edgar/data/4447/000095012301002755/y45625kex13.txt']
4962,AMERICAN EXPRESS CO,2000,20010330,0.294117647,1,https://www.sec.gov/Archives/edgar/data/4962/000000496201500025/axp10k.txt,['https://www.sec.gov/Archives/edgar/data/4962/000000496201500025/axp_ex13a.txt']
5272,AMERICAN INTERNATIONAL GROUP INC,2000,20010402,0.254010695,0,https://www.sec.gov/Archives/edgar/data/5272/000095012301002952/y41459e10-k.txt,
318154,AMGEN INC,2000,20010307,0.237967914,0,https://www.sec.gov/Archives/edgar/data/318154/000089843001000873/0000898430-01-000873-0001.txt,
6281,ANALOG DEVICES INC,2000,20010126,0.197860963,1,https://www.sec.gov/Archives/edgar/data/6281/000095013501000177/b37980ade10-k.txt,"['https://www.sec.gov/Archives/edgar/data/6281/000095013501000177/b37980adex13-1.txt', 'https://www.sec.gov/Archives/edgar/data/6281/000095013501000177/b37980adex13-2.txt']"
315293,AON CORP,2000,20010327,0.262032086,1,https://www.sec.gov/Archives/edgar/data/315293/000094857201000011/0000948572-01-000011-0001.txt,['https://www.sec.gov/Archives/edgar/data/315293/000094857201000011/0000948572-01-000011-0005.txt']
6769,APACHE CORP,2000,20010323,0.232620321,0,https://www.sec.gov/Archives/edgar/data/6769/000095012901001592/h84997e10-k.txt,
9389,BALL CORP,2000,20010330,0.229946524,1,https://www.sec.gov/Archives/edgar/data/9389/000000938901500003/f10k2000.htm,['https://www.sec.gov/Archives/edgar/data/9389/000000938901500003/ex13-1_f10k2000.htm']
70858,BANK OF AMERICA CORP /DE/,2000,20010319,0.237967914,0,https://www.sec.gov/Archives/edgar/data/70858/000095016801000538/0000950168-01-000538-0001.txt,
10456,BAXTER INTERNATIONAL INC,2000,20010314,0.243315508,1,https://www.sec.gov/Archives/edgar/data/10456/000095013101500106/d10k.txt,['https://www.sec.gov/Archives/edgar/data/10456/000095013101500106/dex13.txt']
12927,BOEING CO,2000,20010309,0.299465241,0,https://www.sec.gov/Archives/edgar/data/12927/000001292701000004/0000012927-01-000004-0001.txt,
885725,BOSTON SCIENTIFIC CORP,2000,20010402,0.232620321,1,https://www.sec.gov/Archives/edgar/data/885725/000095013501001146/b38188sse10-k.txt,['https://www.sec.gov/Archives/edgar/data/885725/000095013501001146/b38188ssex13-1.txt']
14272,BRISTOL MYERS SQUIBB CO,2000,20010402,0.203208556,0,https://www.sec.gov/Archives/edgar/data/14272/000001427201500006/r10k1231.htm,
927628,CAPITAL ONE FINANCIAL CORP,2000,20010329,0.211229947,1,https://www.sec.gov/Archives/edgar/data/927628/000092838501500145/d10k.txt,['https://www.sec.gov/Archives/edgar/data/927628/000092838501500145/dex13.txt']
815097,CARNIVAL CORP,2000,20010228,0.181818182,1,https://www.sec.gov/Archives/edgar/data/815097/000081509701000003/0000815097-01-000003-0001.txt,['https://www.sec.gov/Archives/edgar/data/815097/000081509701000003/0000815097-01-000003-0011.txt']
18230,CATERPILLAR INC,2000,20010315,0.192513369,1,https://www.sec.gov/Archives/edgar/data/18230/000001823001500017/tenk.htm,['https://www.sec.gov/Archives/edgar/data/18230/000001823001500017/exthirteen.htm']
93410,CHEVRON CORP,2000,20010328,0,0,https://www.sec.gov/Archives/edgar/data/93410/000009341001000015/0000093410-01-000015-0001.txt,
20286,CINCINNATI FINANCIAL CORP,2000,20010322,0.144385027,1,https://www.sec.gov/Archives/edgar/data/20286/000095015201500561/l87259ae10-k.txt,['https://www.sec.gov/Archives/edgar/data/20286/000095015201500561/l87259aex13.txt']
877890,CITRIX SYSTEMS INC,2000,20010322,0.213903743,0,https://www.sec.gov/Archives/edgar/data/877890/000095014401003817/g67244e10-k.txt,
811156,CMS ENERGY CORP,2000,20010323,0.312834225,0,https://www.sec.gov/Archives/edgar/data/76063/000095012401001548/k60932e10-k.txt,
21344,COCA COLA CO,2000,20010307,0.229946524,1,https://www.sec.gov/Archives/edgar/data/21344/000002134401000005/0000021344-01-000005-0001.txt,['https://www.sec.gov/Archives/edgar/data/21344/000002134401000005/0000021344-01-000005-0005.txt']
28412,COMERICA INC /NEW/,2000,20010402,0.181818182,1,https://www.sec.gov/Archives/edgar/data/28412/000095012401001926/k61292e10-k.txt,['https://www.sec.gov/Archives/edgar/data/28412/000095012401001926/k61292ex13.txt']
1047862,CONSOLIDATED EDISON INC,2000,20010402,0.179144385,0,https://www.sec.gov/Archives/edgar/data/23632/000104786201000008/0001047862-01-000008-0001.txt,
277948,CSX CORP,2000,20010301,0.211229947,1,https://www.sec.gov/Archives/edgar/data/277948/000102140801001422/0001021408-01-001422-0001.txt,['https://www.sec.gov/Archives/edgar/data/277948/000102140801001422/0001021408-01-001422-0012.txt']
26172,CUMMINS ENGINE CO INC,2000,20010313,0.187165775,0,https://www.sec.gov/Archives/edgar/data/26172/000002617201000002/0000026172-01-000002-0001.txt,
64803,CVS CORP,2000,20010319,0.179144385,1,https://www.sec.gov/Archives/edgar/data/64803/000091205701007764/a2041427z10-k.txt,['https://www.sec.gov/Archives/edgar/data/64803/000091205701007764/a2041427zex-13_.txt']
29905,DOVER CORP,2000,20010313,0.109625668,0,https://www.sec.gov/Archives/edgar/data/29905/000095012301002246/y46286e10-k.txt,
827052,EDISON INTERNATIONAL,2000,20010417,0.339572193,0,https://www.sec.gov/Archives/edgar/data/827052/000082705201000036/0000827052-01-000036-0001.txt,
65984,ENTERGY CORP /DE/,2000,20010316,0,0,https://www.sec.gov/Archives/edgar/data/7323/000006598401000070/0000065984-01-000070-0001.txt,
1109357,EXELON CORP,2000,20010402,0.251336898,0,https://www.sec.gov/Archives/edgar/data/22606/000095015901000191/0000950159-01-000191-0001.txt,
34088,EXXON MOBIL CORP,2000,20010328,0.200534759,0,https://www.sec.gov/Archives/edgar/data/34088/000093066101000781/0000930661-01-000781-0001.txt,
34088,EXXON MOBIL CORP,2000,20010328,0.200534759,0,https://www.sec.gov/Archives/edgar/data/34088/000093066101000781/0000930661-01-000781-0001.txt,
35527,FIFTH THIRD BANCORP,2000,20010328,0.213903743,1,https://www.sec.gov/Archives/edgar/data/35527/000095015201001741/l86643ae10-k.txt,['https://www.sec.gov/Archives/edgar/data/35527/000095015201001741/l86643aex13.txt']
1031296,FIRSTENERGY CORP,2000,20010328,0.179144385,1,https://www.sec.gov/Archives/edgar/data/1031296/000103129601500009/tenk.txt,"['https://www.sec.gov/Archives/edgar/data/1031296/000103129601500009/ex13.txt', 'https://www.sec.gov/Archives/edgar/data/1031296/000103129601500009/ex13-1.txt', 'https://www.sec.gov/Archives/edgar/data/1031296/000103129601500009/ex13-2.txt', 'https://www.sec.gov/Archives/edgar/data/1031296/000103129601500009/ex13-4.txt', 'https://www.sec.gov/Archives/edgar/data/1031296/000103129601500009/ex13-3.txt']"
37996,FORD MOTOR CO,2000,20010322,0.256684492,0,https://www.sec.gov/Archives/edgar/data/37996/000003799601000014/0000037996-01-000014-0001.txt,
753308,FPL GROUP INC,2000,20010308,0.181818182,0,https://www.sec.gov/Archives/edgar/data/753308/000075330801500013/file10k.txt,
40533,GENERAL DYNAMICS CORP,2000,20010329,0.203208556,1,https://www.sec.gov/Archives/edgar/data/40533/000095013301001070/w46524e10-k.htm,['https://www.sec.gov/Archives/edgar/data/40533/000095013301001070/w46524ex13.htm']
40545,GENERAL ELECTRIC CO,2000,20010323,0.280748663,0,https://www.sec.gov/Archives/edgar/data/40545/000004054501500023/f10k2000.htm,
40987,GENUINE PARTS CO,2000,20010312,0.125668449,1,https://www.sec.gov/Archives/edgar/data/40987/000095014401003447/g67483e10-k.txt,['https://www.sec.gov/Archives/edgar/data/40987/000095014401003447/g67483ex13.txt']
45012,HALLIBURTON CO,2000,20010327,0.251336898,0,https://www.sec.gov/Archives/edgar/data/45012/000004501201000009/0000045012-01-000009-0001.txt,
874766,HARTFORD FINANCIAL SERVICES GROUP INC/DE,2000,20010323,0.267379679,0,https://www.sec.gov/Archives/edgar/data/874766/000094857201000009/0000948572-01-000009-0001.txt,
47111,HERSHEY FOODS CORP,2000,20010315,0.187165775,1,https://www.sec.gov/Archives/edgar/data/47111/000004711101500079/test_b10k.htm,['https://www.sec.gov/Archives/edgar/data/47111/000004711101500079/ex13_annualreport.htm']
47217,HEWLETT PACKARD CO,2000,20010125,0.248663102,0,https://www.sec.gov/Archives/edgar/data/47217/000091205701002796/a2032630z10-k.txt,
773840,HONEYWELL INTERNATIONAL INC,2000,20010330,0.240641711,0,https://www.sec.gov/Archives/edgar/data/773840/000095011701000640/0000950117-01-000640-0001.txt,
49196,HUNTINGTON BANCSHARES INC/MD,2000,20010308,0.213903743,0,https://www.sec.gov/Archives/edgar/data/49196/000095015201500197/l86772ae10-k.txt,
50863,INTEL CORP,2000,20010313,0.21657754,1,https://www.sec.gov/Archives/edgar/data/50863/000091205701503434/a2040883z10-k.htm,['https://www.sec.gov/Archives/edgar/data/50863/000091205701503434/a2040883zex-13.htm']
51143,INTERNATIONAL BUSINESS MACHINES CORP,2000,20010313,0.245989305,1,https://www.sec.gov/Archives/edgar/data/51143/000091205701007563/a2039641z10-k.txt,['https://www.sec.gov/Archives/edgar/data/51143/000091205701007563/a2039641zex-13.txt']
51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,2000,20010330,0.163101604,1,https://www.sec.gov/Archives/edgar/data/51253/000095010901000802/0000950109-01-000802-0001.txt,['https://www.sec.gov/Archives/edgar/data/51253/000095010901000802/0000950109-01-000802-0010.txt']
51434,INTERNATIONAL PAPER CO /NEW/,2000,20010326,0.213903743,1,https://www.sec.gov/Archives/edgar/data/51434/000095011701000558/0000950117-01-000558-0001.txt,['https://www.sec.gov/Archives/edgar/data/51434/000095011701000558/0000950117-01-000558-0009.txt']
51644,INTERPUBLIC GROUP OF COMPANIES INC,2000,20010330,0.155080214,1,https://www.sec.gov/Archives/edgar/data/51644/000005164401000011/0000051644-01-000011-0001.txt,['https://www.sec.gov/Archives/edgar/data/51644/000005164401000011/0000051644-01-000011-0004.txt']
55067,KELLOGG CO,2000,20010313,0.187165775,1,https://www.sec.gov/Archives/edgar/data/55067/000095012401001250/k60557e10-k.htm,['https://www.sec.gov/Archives/edgar/data/55067/000095012401001250/k60557ex13-01.txt']
91576,KEYCORP /NEW/,2000,20010322,0.251336898,1,https://www.sec.gov/Archives/edgar/data/91576/000095015201500566/l86594ae10-k.txt,['https://www.sec.gov/Archives/edgar/data/91576/000095015201500566/l86594aex13.txt']
55785,KIMBERLY CLARK CORP,2000,20010323,0.21657754,1,https://www.sec.gov/Archives/edgar/data/55785/000005578501000003/0000055785-01-000003-0001.txt,['https://www.sec.gov/Archives/edgar/data/55785/000005578501000003/0000055785-01-000003-0009.txt']
59478,LILLY ELI & CO,2000,20010328,0.235294118,1,https://www.sec.gov/Archives/edgar/data/59478/000095013101001634/0000950131-01-001634-0001.htm,['https://www.sec.gov/Archives/edgar/data/59478/000095013101001634/0000950131-01-001634-0005.txt']
59558,LINCOLN NATIONAL CORP,2000,20010312,0.331550802,1,https://www.sec.gov/Archives/edgar/data/59558/000092881601000123/0000928816-01-000123-0001.txt,['https://www.sec.gov/Archives/edgar/data/59558/000092881601000123/0000928816-01-000123-0003.txt']
936468,LOCKHEED MARTIN CORP,2000,20010309,0.227272727,0,https://www.sec.gov/Archives/edgar/data/936468/000092838501000795/0000928385-01-000795-0001.txt,
62709,MARSH & MCLENNAN COMPANIES INC,2000,20010329,0.237967914,1,https://www.sec.gov/Archives/edgar/data/62709/000091205701505365/a2041744z10-k.txt,['https://www.sec.gov/Archives/edgar/data/62709/000091205701505365/a2041744zex-13.txt']
62996,MASCO CORP /DE/,2000,20010329,0.14973262,0,https://www.sec.gov/Archives/edgar/data/62996/000095012401001796/k60919e10-k.txt,
895421,MORGAN STANLEY DEAN WITTER & CO,2000,20010216,0.29144385,0,https://www.sec.gov/Archives/edgar/data/895421/000095013001500161/d10k.txt,
68505,MOTOROLA INC,2000,20010330,0.171122995,0,https://www.sec.gov/Archives/edgar/data/68505/000095013701500523/c61260e10-k.txt,
814453,NEWELL RUBBERMAID INC,2000,20010327,0.197860963,0,https://www.sec.gov/Archives/edgar/data/814453/000089581301000111/0000895813-01-000111-0001.txt,
73124,NORTHERN TRUST CORP,2000,20010316,0.237967914,1,https://www.sec.gov/Archives/edgar/data/73124/000095013101500146/d10k.txt,['https://www.sec.gov/Archives/edgar/data/73124/000095013101500146/dex13.txt']
73309,NUCOR CORP,2000,20010328,0.061497326,1,https://www.sec.gov/Archives/edgar/data/73309/000095016801000600/0000950168-01-000600-0001.txt,['https://www.sec.gov/Archives/edgar/data/73309/000095016801000600/0000950168-01-000600-0005.txt']
797468,OCCIDENTAL PETROLEUM CORP /DE/,2000,20010309,0.237967914,0,https://www.sec.gov/Archives/edgar/data/797468/000079746801500004/form-10k2000.txt,
29989,OMNICOM GROUP INC,2000,20010327,0.155080214,0,https://www.sec.gov/Archives/edgar/data/29989/000089109201000449/0000891092-01-000449-0001.txt,
77476,PEPSICO INC,2000,20010315,0.221925134,0,https://www.sec.gov/Archives/edgar/data/77476/000007747601500016/k2000.htm,
764622,PINNACLE WEST CAPITAL CORP,2000,20010314,0.184491979,0,https://www.sec.gov/Archives/edgar/data/764622/000095014701500557/e-6440.txt,
1113169,PRICE T ROWE GROUP INC,2000,20010326,0.120320856,0,https://www.sec.gov/Archives/edgar/data/1113169/000111316901000003/0001113169-01-000003-0001.txt,
80661,PROGRESSIVE CORP/OH/,2000,20010329,0.189839572,1,https://www.sec.gov/Archives/edgar/data/80661/000095015201001830/l87143ae10-k.htm,['https://www.sec.gov/Archives/edgar/data/80661/000095015201001830/l87143aex13.txt']
732717,SBC COMMUNICATIONS INC,2000,20010312,0.227272727,1,https://www.sec.gov/Archives/edgar/data/732717/000073271701000019/0000732717-01-000019-0001.htm,['https://www.sec.gov/Archives/edgar/data/732717/000073271701000019/exh13.htm']
310158,SCHERING PLOUGH CORP,2000,20010313,0.176470588,1,https://www.sec.gov/Archives/edgar/data/310158/000031015801500003/final10k.htm,['https://www.sec.gov/Archives/edgar/data/310158/000031015801500003/exhibit_13.htm']
316709,SCHWAB CHARLES CORP,2000,20010328,0.262032086,1,https://www.sec.gov/Archives/edgar/data/316709/000031670901000010/0000316709-01-000010-0001.txt,['https://www.sec.gov/Archives/edgar/data/316709/000031670901000010/0000316709-01-000010-0005.txt']
1032208,SEMPRA ENERGY,2000,20010313,0.219251337,1,https://www.sec.gov/Archives/edgar/data/1032208/000008652101000006/0000086521-01-000006-0001.txt,['https://www.sec.gov/Archives/edgar/data/1032208/000008652101000006/0000086521-01-000006-0004.txt']
89800,SHERWIN WILLIAMS CO,2000,20010313,0.211229947,1,https://www.sec.gov/Archives/edgar/data/89800/000095015201500336/l85264be10-k.txt,['https://www.sec.gov/Archives/edgar/data/89800/000095015201500336/l85264bex13.txt']
92122,SOUTHERN CO,2000,20010329,0.259358289,0,https://www.sec.gov/Archives/edgar/data/3153/000009212201500065/year2000_10k.txt,
92380,SOUTHWEST AIRLINES CO,2000,20010126,0.14973262,0,https://www.sec.gov/Archives/edgar/data/92380/000095013401000502/d83557e10-k.txt,
86312,ST PAUL COMPANIES INC /MN/,2000,20010328,0.251336898,1,https://www.sec.gov/Archives/edgar/data/86312/000008631201000004/0000086312-01-000004-0001.txt,['https://www.sec.gov/Archives/edgar/data/86312/000008631201000004/a2042092zex-13.txt']
217346,TEXTRON INC,2000,20010314,0.237967914,1,https://www.sec.gov/Archives/edgar/data/217346/000095013501000833/b38194txe10-k.txt,['https://www.sec.gov/Archives/edgar/data/217346/000095013501000833/b38194txex13.txt']
97745,THERMO ELECTRON CORP,2000,20010321,0.213903743,1,https://www.sec.gov/Archives/edgar/data/97745/000009774501000012/0000097745-01-000012-0001.txt,['https://www.sec.gov/Archives/edgar/data/97745/000009774501000012/0000097745-01-000012-0008.txt']
1041061,TRICON GLOBAL RESTAURANTS INC,2000,20010328,0.278074866,0,https://www.sec.gov/Archives/edgar/data/1041061/000104106101500003/formk2000.htm,
100885,UNION PACIFIC CORP,2000,20010321,0.20855615,1,https://www.sec.gov/Archives/edgar/data/100885/000095013401002416/d85246e10-k.txt,['https://www.sec.gov/Archives/edgar/data/100885/000095013401002416/d85246ex13.txt']
731766,UNITEDHEALTH GROUP INC,2000,20010330,0.181818182,1,https://www.sec.gov/Archives/edgar/data/731766/000091205701505867/a2041963z10-k.htm,['https://www.sec.gov/Archives/edgar/data/731766/000091205701505867/a2041963zex-13.txt']
5513,UNUMPROVIDENT CORP,2000,20010328,0.232620321,0,https://www.sec.gov/Archives/edgar/data/5513/000093176301000575/0000931763-01-000575-0001.txt,
101778,USX CORP,2000,20010312,0.29144385,0,https://www.sec.gov/Archives/edgar/data/101778/000095013201000164/0000950132-01-000164-0001.txt,
823768,WASTE MANAGEMENT INC,2000,20010313,0.235294118,0,https://www.sec.gov/Archives/edgar/data/823768/000095012901001398/h84376e10-k.txt,
72971,WELLS FARGO & CO/MN,2000,20010316,0.248663102,1,https://www.sec.gov/Archives/edgar/data/72971/000091205701504042/a2040410z10-k.txt,['https://www.sec.gov/Archives/edgar/data/72971/000091205701504042/a2040410zex-13.txt']
106535,WEYERHAEUSER CO,2000,20010316,0.227272727,1,https://www.sec.gov/Archives/edgar/data/106535/000010653501500006/f10k2000.txt,['https://www.sec.gov/Archives/edgar/data/106535/000010653501500006/ex132000.txt']
72903,XCEL ENERGY INC,2000,20010327,0.267379679,0,https://www.sec.gov/Archives/edgar/data/72903/000091205701008515/a2042375z10-k.htm,
896159,ACE LTD,2001,20020318,0.270053476,1,https://www.sec.gov/Archives/edgar/data/896159/000095013102000922/d10k.txt,['https://www.sec.gov/Archives/edgar/data/896159/000095013102000922/dex131.txt']
796343,ADOBE SYSTEMS INC,2001,20020221,0.288770053,0,https://www.sec.gov/Archives/edgar/data/796343/000091205702007164/a2069604z10-k.htm,
874761,AES CORPORATION,2001,20020325,0.29144385,0,https://www.sec.gov/Archives/edgar/data/874761/000091205702011424/a2074070z10-k.htm,
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2001,20011214,0.211229947,1,https://www.sec.gov/Archives/edgar/data/2969/000000296901500028/form10k1201.txt,['https://www.sec.gov/Archives/edgar/data/2969/000000296901500028/exhibit13.txt']
899051,ALLSTATE CORP,2001,20020326,0.155080214,0,https://www.sec.gov/Archives/edgar/data/899051/000091205702011595/a2073498z10-k.htm,
4447,AMERADA HESS CORP,2001,20020327,0.200534759,1,https://www.sec.gov/Archives/edgar/data/4447/000095012302003005/y57862e10-k.htm,['https://www.sec.gov/Archives/edgar/data/4447/000095012302003005/y57862ex13.htm']
4904,AMERICAN ELECTRIC POWER CO INC,2001,20020329,0.310160428,1,https://www.sec.gov/Archives/edgar/data/4904/000000490402000106/module.txt,['https://www.sec.gov/Archives/edgar/data/4904/000000490402000106/x13.txt']
5272,AMERICAN INTERNATIONAL GROUP INC,2001,20020401,0.272727273,0,https://www.sec.gov/Archives/edgar/data/5272/000095012302003222/y53442e10-k.txt,
318154,AMGEN INC,2001,20020226,0.232620321,0,https://www.sec.gov/Archives/edgar/data/318154/000089843002000744/d10k.txt,
315293,AON CORP,2001,20020315,0.267379679,1,https://www.sec.gov/Archives/edgar/data/315293/000094857202000008/b10kdec2002.txt,['https://www.sec.gov/Archives/edgar/data/315293/000094857202000008/annlrpt.txt']
6769,APACHE CORP,2001,20020322,0.245989305,0,https://www.sec.gov/Archives/edgar/data/6769/000095013402002442/h95124e10-k.txt,
6951,APPLIED MATERIALS INC /DE,2001,20020123,0.240641711,0,https://www.sec.gov/Archives/edgar/data/6951/000000695102000002/form10k.htm,
7084,ARCHER DANIELS MIDLAND CO,2001,20010928,0.144385027,1,https://www.sec.gov/Archives/edgar/data/7084/000000708401500047/adm10k2001.htm,['https://www.sec.gov/Archives/edgar/data/7084/000000708401500047/adm10kx13.htm']
769397,AUTODESK INC,2001,20010427,0.213903743,0,https://www.sec.gov/Archives/edgar/data/769397/000101287001500493/d10k.txt,
866787,AUTOZONE INC,2001,20011116,0.072192513,0,https://www.sec.gov/Archives/edgar/data/866787/000086678701500047/formtenk.htm,
9389,BALL CORP,2001,20020328,0.229946524,1,https://www.sec.gov/Archives/edgar/data/9389/000000938902000010/f10k_2001.htm,['https://www.sec.gov/Archives/edgar/data/9389/000000938902000010/ex13-1_f10k2001.htm']
70858,BANK OF AMERICA CORP /DE/,2001,20020327,0.264705882,1,https://www.sec.gov/Archives/edgar/data/70858/000095016802000551/d10k.txt,['https://www.sec.gov/Archives/edgar/data/70858/000095016802000551/dex13.txt']
10456,BAXTER INTERNATIONAL INC,2001,20020313,0.254010695,1,https://www.sec.gov/Archives/edgar/data/10456/000095013102000882/d10k.txt,['https://www.sec.gov/Archives/edgar/data/10456/000095013102000882/dex13.txt']
10795,BECTON DICKINSON & CO,2001,20011221,0.227272727,1,https://www.sec.gov/Archives/edgar/data/10795/000095011701501836/a31754.txt,['https://www.sec.gov/Archives/edgar/data/10795/000095011701501836/ex-13.txt']
764478,BEST BUY CO INC,2001,20010601,0.136363636,1,https://www.sec.gov/Archives/edgar/data/764478/000091205701518254/a2049390z10-k.htm,['https://www.sec.gov/Archives/edgar/data/764478/000091205701518254/a2049390zex-13.htm']
12927,BOEING CO,2001,20020308,0.323529412,0,https://www.sec.gov/Archives/edgar/data/12927/000001292702000005/k2001doc.txt,
885725,BOSTON SCIENTIFIC CORP,2001,20020327,0.254010695,1,https://www.sec.gov/Archives/edgar/data/885725/000091205702011989/a2074671z10-k.txt,['https://www.sec.gov/Archives/edgar/data/885725/000091205702011989/a2074671zex-13_1.txt']
14693,BROWN FORMAN CORP,2001,20010727,0.155080214,0,https://www.sec.gov/Archives/edgar/data/14693/000001469301500021/form10k2001.txt,
927628,CAPITAL ONE FINANCIAL CORP,2001,20020322,0.248663102,1,https://www.sec.gov/Archives/edgar/data/927628/000092838502000920/d10k.htm,['https://www.sec.gov/Archives/edgar/data/927628/000092838502000920/dex13.htm']
815097,CARNIVAL CORP,2001,20020228,0.245989305,0,https://www.sec.gov/Archives/edgar/data/815097/000081509702000012/nov-10k_fy2001.txt,
20286,CINCINNATI FINANCIAL CORP,2001,20020327,0.160427807,1,https://www.sec.gov/Archives/edgar/data/20286/000095015202002433/l93455ae10-k.txt,['https://www.sec.gov/Archives/edgar/data/20286/000095015202002433/l93455aex13.txt']
858877,CISCO SYSTEMS INC,2001,20010924,0.254010695,1,https://www.sec.gov/Archives/edgar/data/858877/000109581101505065/f75710e10-k.txt,['https://www.sec.gov/Archives/edgar/data/858877/000109581101505065/f75710ex13.txt']
877890,CITRIX SYSTEMS INC,2001,20020327,0.22459893,0,https://www.sec.gov/Archives/edgar/data/877890/000095014402002868/g74719e10-k.txt,
21076,CLOROX CO /DE/,2001,20010928,0.120320856,1,https://www.sec.gov/Archives/edgar/data/21076/000095014901501457/f75998e10-k.txt,['https://www.sec.gov/Archives/edgar/data/21076/000095014901501457/f75998ex13.txt']
811156,CMS ENERGY CORP,2001,20020329,0.334224599,0,https://www.sec.gov/Archives/edgar/data/76063/000095012402001143/k67879e10-k.txt,
21344,COCA COLA CO,2001,20020311,0.245989305,1,https://www.sec.gov/Archives/edgar/data/21344/000002134402000011/kok01.txt,['https://www.sec.gov/Archives/edgar/data/21344/000002134402000011/x13-1.txt']
21665,COLGATE PALMOLIVE CO,2001,20020320,0.192513369,0,https://www.sec.gov/Archives/edgar/data/21665/000095013002001698/d10k.txt,
28412,COMERICA INC /NEW/,2001,20020401,0.181818182,1,https://www.sec.gov/Archives/edgar/data/28412/000095012402001144/k66465e10-k.txt,['https://www.sec.gov/Archives/edgar/data/28412/000095012402001144/k66465ex13.txt']
1047862,CONSOLIDATED EDISON INC,2001,20020327,0.173796791,0,https://www.sec.gov/Archives/edgar/data/23632/000091205702011931/a2073863z10-k.htm,
24545,COORS ADOLPH CO,2001,20020329,0.237967914,0,https://www.sec.gov/Archives/edgar/data/24545/000002454502000003/edgar10k.txt,
24741,CORNING INC /NY,2001,20020304,0.235294118,0,https://www.sec.gov/Archives/edgar/data/24741/000002474102000014/cng10k.txt,
277948,CSX CORP,2001,20020304,0.22459893,1,https://www.sec.gov/Archives/edgar/data/277948/000091664102000350/d10k.txt,['https://www.sec.gov/Archives/edgar/data/277948/000091664102000350/dex13.txt']
26172,CUMMINS INC,2001,20020228,0.229946524,0,https://www.sec.gov/Archives/edgar/data/26172/000002617202000002/final10k.htm,
940944,DARDEN RESTAURANTS INC,2001,20010816,0.184491979,1,https://www.sec.gov/Archives/edgar/data/940944/000094094401500072/form10k_052701.txt,['https://www.sec.gov/Archives/edgar/data/940944/000094094401500072/exh13.txt']
715957,DOMINION RESOURCES INC /VA/,2001,20020311,0.288770053,1,https://www.sec.gov/Archives/edgar/data/715957/000091664102000388/d10k.htm,['https://www.sec.gov/Archives/edgar/data/715957/000091664102000388/dex13.htm']
29905,DOVER CORP,2001,20020301,0.245989305,0,https://www.sec.gov/Archives/edgar/data/29905/000095012302002088/y57911e10-k.htm,
827052,EDISON INTERNATIONAL,2001,20020329,0.315508021,1,https://www.sec.gov/Archives/edgar/data/827052/000082705202000011/eix10k01.htm,['https://www.sec.gov/Archives/edgar/data/827052/000082705202000011/eixar01.htm']
32604,EMERSON ELECTRIC CO,2001,20011221,0.152406417,1,https://www.sec.gov/Archives/edgar/data/32604/000003260401500032/ye0110k.htm,['https://www.sec.gov/Archives/edgar/data/32604/000003260401500032/ex13.txt']
33185,EQUIFAX INC,2001,20020312,0.184491979,0,https://www.sec.gov/Archives/edgar/data/33185/000093176302000622/d10k.txt,
1109357,EXELON CORP,2001,20020401,0.262032086,0,https://www.sec.gov/Archives/edgar/data/22606/000095013702001929/c68219e10-k.txt,
34088,EXXON MOBIL CORP,2001,20020327,0.195187166,0,https://www.sec.gov/Archives/edgar/data/34088/000093066102000889/d10k.txt,
35527,FIFTH THIRD BANCORP,2001,20020312,0.20855615,1,https://www.sec.gov/Archives/edgar/data/35527/000095010902001302/d10k.txt,['https://www.sec.gov/Archives/edgar/data/35527/000095010902001302/dex13.txt']
