cik,company_name,fis_yr,filling_date,complexity,ex13,10k_url,ex13_url
76334,PARKER HANNIFIN CORP,2004,20040903,0.163101604,1,https://www.sec.gov/Archives/edgar/data/76334/000119312504151808/d10k.htm,['https://www.sec.gov/Archives/edgar/data/76334/000119312504151808/dex13.htm']
76334,PARKER HANNIFIN CORP,2004,20040903,0.163101604,1,https://www.sec.gov/Archives/edgar/data/76334/000119312504151808/d10k.htm,['https://www.sec.gov/Archives/edgar/data/76334/000119312504151808/dex13.htm']
723531,PAYCHEX INC,2004,20040720,0.179144385,0,https://www.sec.gov/Archives/edgar/data/723531/000095015204005452/l08538ae10vk.htm,
77476,PEPSICO INC,2004,20050228,0.20855615,0,https://www.sec.gov/Archives/edgar/data/77476/000119312505037811/d10k.htm,
31791,PERKINELMER INC,2004,20050311,0.272727273,0,https://www.sec.gov/Archives/edgar/data/31791/000119312505048036/d10k.htm,
78003,PFIZER INC,2004,20050228,0.294117647,1,https://www.sec.gov/Archives/edgar/data/78003/000095012305002379/y06124e10vk.htm,"['https://www.sec.gov/Archives/edgar/data/78003/000095012305002379/y06124exv13.htm', 'https://www.sec.gov/Archives/edgar/data/78003/000095012305002379/y06124exv13.htm']"
764622,PINNACLE WEST CAPITAL CORP,2004,20050316,0.22459893,0,https://www.sec.gov/Archives/edgar/data/7286/000095015305000539/p70328e10vk.htm,
764622,PINNACLE WEST CAPITAL CORP,2004,20050316,0.22459893,0,https://www.sec.gov/Archives/edgar/data/7286/000095015305000539/p70328e10vk.htm,
713676,PNC FINANCIAL SERVICES GROUP INC,2004,20050316,0.326203209,0,https://www.sec.gov/Archives/edgar/data/713676/000119312505052209/d10k.htm,
79879,PPG INDUSTRIES INC,2004,20050217,0.205882353,0,https://www.sec.gov/Archives/edgar/data/79879/000119312505031817/d10k.htm,
922224,PPL CORP,2004,20050301,0.336898396,0,https://www.sec.gov/Archives/edgar/data/317187/000092222405000010/ppl10k_2004.htm,
1113169,PRICE T ROWE GROUP INC,2004,20050301,0.109625668,0,https://www.sec.gov/Archives/edgar/data/1113169/000095013305000815/w05557e10vk.htm,
80424,PROCTER & GAMBLE CO,2004,20040909,0.262032086,1,https://www.sec.gov/Archives/edgar/data/80424/000095015204006777/l09389ae10vk.htm,['https://www.sec.gov/Archives/edgar/data/80424/000095015204006777/l09389aexv13.txt']
80661,PROGRESSIVE CORP/OH/,2004,20050301,0.195187166,1,https://www.sec.gov/Archives/edgar/data/80661/000095015205001650/l12357ae10vk.htm,"['https://www.sec.gov/Archives/edgar/data/80661/000095015205001650/l12357aexv13.htm', 'https://www.sec.gov/Archives/edgar/data/80661/000095015205001650/l12357aexv13.htm']"
788784,PUBLIC SERVICE ENTERPRISE GROUP INC,2004,20050301,0.336898396,0,https://www.sec.gov/Archives/edgar/data/81033/000095011705000790/a39290.htm,
822416,PULTE HOMES INC/MI/,2004,20050310,0.20855615,0,https://www.sec.gov/Archives/edgar/data/822416/000095012405001416/k91896e10vk.htm,
804328,QUALCOMM INC/DE,2004,20041103,0.323529412,0,https://www.sec.gov/Archives/edgar/data/804328/000093639204000858/a02900e10vk.htm,
1281761,REGIONS FINANCIAL CORP,2004,20050314,0.251336898,0,https://www.sec.gov/Archives/edgar/data/1281761/000095014405002476/g93593e10vk.htm,
1024478,ROCKWELL  AUTOMATION INC,2004,20041119,0.21657754,0,https://www.sec.gov/Archives/edgar/data/1024478/000095012304013937/y68901e10vk.htm,
732717,SBC COMMUNICATIONS INC,2004,20050311,0.278074866,1,https://www.sec.gov/Archives/edgar/data/732717/000073271705000176/form10k.htm,['https://www.sec.gov/Archives/edgar/data/732717/000073271705000176/ex13.htm']
310158,SCHERING PLOUGH CORP,2004,20050309,0.278074866,0,https://www.sec.gov/Archives/edgar/data/310158/000095012305002785/y05567e10vk.htm,
87347,SCHLUMBERGER LTD /NV/,2004,20050304,0.192513369,0,https://www.sec.gov/Archives/edgar/data/87347/000119312505041937/d10k.htm,
316709,SCHWAB CHARLES CORP,2004,20050302,0.272727273,0,https://www.sec.gov/Archives/edgar/data/316709/000031670905000006/body.txt,
1012100,SEALED AIR CORP/DE,2004,20050321,0.270053476,0,https://www.sec.gov/Archives/edgar/data/1012100/000104746905007189/a2153494z10-k.htm,
1032208,SEMPRA ENERGY,2004,20050223,0.304812834,1,https://www.sec.gov/Archives/edgar/data/1032208/000008652105000014/se10k2004.txt,['https://www.sec.gov/Archives/edgar/data/1032208/000008652105000014/ex13_01afr2004.htm']
89800,SHERWIN WILLIAMS CO,2004,20050310,0.243315508,1,https://www.sec.gov/Archives/edgar/data/89800/000095015205001943/l11720ae10vk.htm,"['https://www.sec.gov/Archives/edgar/data/89800/000095015205001943/l11720aexv13.txt', 'https://www.sec.gov/Archives/edgar/data/89800/000095015205001943/l11720aexv13.txt']"
91440,SNAP ON INC,2004,20050225,0.259358289,0,https://www.sec.gov/Archives/edgar/data/91440/000089706905000548/cmw1253.htm,
92122,SOUTHERN CO,2004,20050301,0.323529412,0,https://www.sec.gov/Archives/edgar/data/3153/000095014405001905/southernco10k2004.htm,
92380,SOUTHWEST AIRLINES CO,2004,20050204,0.187165775,0,https://www.sec.gov/Archives/edgar/data/92380/000095013405002093/d21965e10vk.htm,
86312,ST PAUL TRAVELERS COMPANIES INC,2004,20050316,0.334224599,0,https://www.sec.gov/Archives/edgar/data/86312/000119312505052696/d10k.htm,
93556,STANLEY WORKS,2004,20050307,0.240641711,0,https://www.sec.gov/Archives/edgar/data/93556/000095013605001204/file001.htm,
93751,STATE STREET CORP,2004,20050218,0.262032086,0,https://www.sec.gov/Archives/edgar/data/93751/000114544305000253/d16051.htm,
96021,SYSCO CORP,2004,20040916,0.211229947,0,https://www.sec.gov/Archives/edgar/data/96021/000095012904007097/h18314e10vk.txt,
27419,TARGET CORP,2004,20040405,0.144385027,1,https://www.sec.gov/Archives/edgar/data/27419/000104746904010838/a2130364z10-k.htm,['https://www.sec.gov/Archives/edgar/data/27419/000104746904010838/a2130364zex-13.htm']
97476,TEXAS INSTRUMENTS INC,2004,20050228,0.251336898,1,https://www.sec.gov/Archives/edgar/data/97476/000119312505038623/d10k.htm,['https://www.sec.gov/Archives/edgar/data/97476/000119312505038623/dex13.htm']
217346,TEXTRON INC,2004,20050224,0.29144385,0,https://www.sec.gov/Archives/edgar/data/217346/000110465905008155/a05-3904_110k.htm,
97745,THERMO ELECTRON CORP,2004,20050316,0.264705882,0,https://www.sec.gov/Archives/edgar/data/97745/000009774505000045/tmok04.txt,
109198,TJX COMPANIES INC /DE/,2004,20040331,0.205882353,0,https://www.sec.gov/Archives/edgar/data/109198/000095013504001661/b49914tje10vk.htm,
833444,TYCO INTERNATIONAL LTD /BER/,2004,20041214,0.331550802,0,https://www.sec.gov/Archives/edgar/data/833444/000104746904036967/a2146767z10-k.htm,
100885,UNION PACIFIC CORP,2004,20050225,0.211229947,0,https://www.sec.gov/Archives/edgar/data/100885/000119312505037425/d10k.htm,
731766,UNITEDHEALTH GROUP INC,2004,20050301,0.192513369,0,https://www.sec.gov/Archives/edgar/data/731766/000119312505039947/d10k.htm,
5513,UNUMPROVIDENT CORP,2004,20050314,0.280748663,0,https://www.sec.gov/Archives/edgar/data/5513/000119312505049609/d10k.htm,
36104,US BANCORP \DE\,2004,20050228,0.29144385,0,https://www.sec.gov/Archives/edgar/data/36104/000095013405003890/c89834e10vk.htm,
103379,V F CORP,2004,20050310,0.237967914,1,https://www.sec.gov/Archives/edgar/data/103379/000089322005000519/w06467e10vk.htm,['https://www.sec.gov/Archives/edgar/data/103379/000089322005000519/w06467exv13.txt']
732712,VERIZON COMMUNICATIONS INC,2004,20050314,0.256684492,1,https://www.sec.gov/Archives/edgar/data/732712/000119312505049044/d10k.htm,['https://www.sec.gov/Archives/edgar/data/732712/000119312505049044/dex13.htm']
104169,WAL MART STORES INC,2004,20040409,0.203208556,1,https://www.sec.gov/Archives/edgar/data/104169/000119312504059900/d10k.htm,['https://www.sec.gov/Archives/edgar/data/104169/000119312504059900/dex13.htm']
823768,WASTE MANAGEMENT INC,2004,20050217,0.27540107,0,https://www.sec.gov/Archives/edgar/data/823768/000095012905001427/h22314e10vk.htm,
72971,WELLS FARGO & CO/MN,2004,20050310,0.264705882,1,https://www.sec.gov/Archives/edgar/data/72971/000095013405004623/f06409e10vk.htm,['https://www.sec.gov/Archives/edgar/data/72971/000095013405004623/f06409exv13.htm']
106535,WEYERHAEUSER CO,2004,20050303,0.251336898,0,https://www.sec.gov/Archives/edgar/data/106535/000119312505041798/d10k.htm,
106640,WHIRLPOOL CORP /DE/,2004,20050304,0.248663102,0,https://www.sec.gov/Archives/edgar/data/106640/000119312505042422/d10k.htm,
107263,WILLIAMS COMPANIES INC,2004,20050311,0.320855615,0,https://www.sec.gov/Archives/edgar/data/107263/000095013405004772/d22803e10vk.htm,
72903,XCEL ENERGY INC,2004,20050304,0.299465241,0,https://www.sec.gov/Archives/edgar/data/72903/000110465905009425/a05-4263_110k.htm,
743988,XILINX INC,2004,20040604,0.235294118,0,https://www.sec.gov/Archives/edgar/data/743988/000104746904019430/a2137694z10-k.htm,
1041061,YUM BRANDS INC,2004,20050228,0.307486631,0,https://www.sec.gov/Archives/edgar/data/1041061/000104106105000102/finalform10k.htm,
66740,3M CO,2005,20060221,0.259358289,0,https://www.sec.gov/Archives/edgar/data/66740/000110465906010894/a06-1861_110k.htm,
1800,ABBOTT LABORATORIES,2005,20060222,0.256684492,0,https://www.sec.gov/Archives/edgar/data/1800/000104746906002258/a2167223z10-k.htm,
896159,ACE LTD,2005,20060316,0.299465241,0,https://www.sec.gov/Archives/edgar/data/896159/000119312506056531/d10k.htm,
796343,ADOBE SYSTEMS INC,2005,20060208,0.304812834,0,https://www.sec.gov/Archives/edgar/data/796343/000104746906001601/a2167302z10-k.htm,
874761,AES CORP,2005,20060404,0.331550802,0,https://www.sec.gov/Archives/edgar/data/874761/000110465906021893/a06-2378_110k.htm,
4977,AFLAC INC,2005,20060228,0.229946524,0,https://www.sec.gov/Archives/edgar/data/4977/000000497706000036/afl10k05.htm,
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2005,20051122,0.251336898,1,https://www.sec.gov/Archives/edgar/data/2969/000095012305013994/y14674e10vk.htm,"['https://www.sec.gov/Archives/edgar/data/2969/000095012305013994/y14674exv13.htm', 'https://www.sec.gov/Archives/edgar/data/2969/000095012305013994/y14674exv13.htm']"
899051,ALLSTATE CORP,2005,20060223,0.315508021,0,https://www.sec.gov/Archives/edgar/data/899051/000104746906002356/a2167600z10-k.htm,
764180,"ALTRIA GROUP, INC.",2005,20060310,0.259358289,1,https://www.sec.gov/Archives/edgar/data/764180/000119312506051165/d10k.htm,['https://www.sec.gov/Archives/edgar/data/764180/000119312506051165/dex13.htm']
4447,AMERADA HESS CORP,2005,20060309,0.235294118,0,https://www.sec.gov/Archives/edgar/data/4447/000095012306002849/y17683e10vk.htm,
1002910,AMEREN CORP,2005,20060307,0.280748663,0,https://www.sec.gov/Archives/edgar/data/18651/000119312506047272/d10k.htm,
4904,AMERICAN ELECTRIC POWER CO INC,2005,20060301,0.342245989,1,https://www.sec.gov/Archives/edgar/data/4904/000000490406000034/ye05aep10k.htm,['https://www.sec.gov/Archives/edgar/data/4904/000000490406000034/ye05aepar.htm']
4962,AMERICAN EXPRESS CO,2005,20060306,0.35026738,1,https://www.sec.gov/Archives/edgar/data/4962/000119312506046095/d10k.htm,['https://www.sec.gov/Archives/edgar/data/4962/000119312506046095/dex13.htm']
4962,AMERICAN EXPRESS CO,2005,20060306,0.35026738,1,https://www.sec.gov/Archives/edgar/data/4962/000119312506046095/d10k.htm,['https://www.sec.gov/Archives/edgar/data/4962/000119312506046095/dex13.htm']
5272,AMERICAN INTERNATIONAL GROUP INC,2005,20060316,0.315508021,0,https://www.sec.gov/Archives/edgar/data/5272/000095012306003276/y16349e10vk.htm,
318154,AMGEN INC,2005,20060310,0.312834225,0,https://www.sec.gov/Archives/edgar/data/318154/000110465906015851/a06-5805_110k.htm,
6281,ANALOG DEVICES INC,2005,20051121,0.243315508,0,https://www.sec.gov/Archives/edgar/data/6281/000095013505006610/b57812ade10vk.htm,
6281,ANALOG DEVICES INC,2005,20051121,0.243315508,0,https://www.sec.gov/Archives/edgar/data/6281/000095013505006610/b57812ade10vk.htm,
315293,AON CORP,2005,20060309,0.310160428,0,https://www.sec.gov/Archives/edgar/data/315293/000104746906003130/a2167992z10-k.htm,
6769,APACHE CORP,2005,20060314,0.259358289,0,https://www.sec.gov/Archives/edgar/data/6769/000095012906002614/h33750e10vk.htm,
320193,APPLE COMPUTER INC,2005,20051201,0.27540107,0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,
6951,APPLIED MATERIALS INC /DE,2005,20051214,0.27540107,0,https://www.sec.gov/Archives/edgar/data/6951/000095013405023162/f15204e10vk.htm,
7084,ARCHER DANIELS MIDLAND CO,2005,20050909,0.173796791,1,https://www.sec.gov/Archives/edgar/data/7084/000000708405000350/adm10kfy05.htm,['https://www.sec.gov/Archives/edgar/data/7084/000000708405000350/exhibit13.htm']
732717,AT&T INC.,2005,20060301,0.296791444,1,https://www.sec.gov/Archives/edgar/data/732717/000073271706000008/form10k2005.htm,['https://www.sec.gov/Archives/edgar/data/732717/000073271706000008/ex13.htm']
769397,AUTODESK INC,2005,20050331,0.270053476,0,https://www.sec.gov/Archives/edgar/data/769397/000119312505067261/d10k.htm,
8670,AUTOMATIC DATA PROCESSING INC,2005,20050831,0.200534759,1,https://www.sec.gov/Archives/edgar/data/8670/000000867005000186/form10k.txt,['https://www.sec.gov/Archives/edgar/data/8670/000000867005000186/exhibit13.txt']
866787,AUTOZONE INC,2005,20051026,0.189839572,1,https://www.sec.gov/Archives/edgar/data/866787/000114420405032748/v027481.htm,['https://www.sec.gov/Archives/edgar/data/866787/000114420405032748/v027481_ex13-1.htm']
8818,AVERY DENNISON CORPORATION,2005,20060315,0.251336898,1,https://www.sec.gov/Archives/edgar/data/8818/000095012906002659/a18251e10vk.htm,['https://www.sec.gov/Archives/edgar/data/8818/000095012906002659/a18251exv13.htm']
9389,BALL CORP,2005,20060222,0.278074866,0,https://www.sec.gov/Archives/edgar/data/9389/000000938906000068/f10-k.htm,
70858,BANK OF AMERICA CORP /DE/,2005,20060316,0.304812834,0,https://www.sec.gov/Archives/edgar/data/70858/000119312506056053/d10k.htm,
10456,BAXTER INTERNATIONAL INC,2005,20060307,0.299465241,1,https://www.sec.gov/Archives/edgar/data/10456/000095013706002686/c02804e10vk.htm,['https://www.sec.gov/Archives/edgar/data/10456/000095013706002686/c02804exv13.htm']
10795,BECTON DICKINSON & CO,2005,20051209,0.240641711,1,https://www.sec.gov/Archives/edgar/data/10795/000095011705004677/a40895.htm,['https://www.sec.gov/Archives/edgar/data/10795/000095011705004677/ex-13.htm']
764478,BEST BUY CO INC,2005,20050510,0.20855615,0,https://www.sec.gov/Archives/edgar/data/764478/000104746905014212/a2157382z10-k.htm,
12927,BOEING CO,2005,20060228,0.336898396,0,https://www.sec.gov/Archives/edgar/data/12927/000119312506040952/d10k.htm,
885725,BOSTON SCIENTIFIC CORP,2005,20060301,0.323529412,0,https://www.sec.gov/Archives/edgar/data/885725/000104746906002665/a2167817z10-k.htm,
14272,BRISTOL MYERS SQUIBB CO,2005,20060314,0.342245989,0,https://www.sec.gov/Archives/edgar/data/14272/000119312506052456/d10k.htm,
14693,BROWN FORMAN CORP,2005,20050630,0.187165775,0,https://www.sec.gov/Archives/edgar/data/14693/000001469305000056/form10k2005.txt,
16732,CAMPBELL SOUP CO,2005,20051011,0.203208556,0,https://www.sec.gov/Archives/edgar/data/16732/000089322005002271/w12996e10vk.htm,
927628,CAPITAL ONE FINANCIAL CORP,2005,20060302,0.29144385,0,https://www.sec.gov/Archives/edgar/data/927628/000119312506044064/d10k.htm,
721371,CARDINAL HEALTH INC,2005,20050912,0.307486631,0,https://www.sec.gov/Archives/edgar/data/721371/000095015205007585/l15839ae10vk.htm,
815097,CARNIVAL CORP,2005,20060209,0.240641711,1,https://www.sec.gov/Archives/edgar/data/815097/000116923206000521/d66078_10k.txt,['https://www.sec.gov/Archives/edgar/data/815097/000116923206000521/d66078_ex13.txt']
18230,CATERPILLAR INC,2005,20060222,0.280748663,1,https://www.sec.gov/Archives/edgar/data/18230/000001823006000139/form10k_2005.htm,['https://www.sec.gov/Archives/edgar/data/18230/000001823006000139/ex13.htm']
1130310,CENTERPOINT ENERGY INC,2005,20060316,0.272727273,0,https://www.sec.gov/Archives/edgar/data/1130310/000095013406005252/h33322e10vk.txt,
93410,CHEVRON CORP,2005,20060301,0.248663102,0,https://www.sec.gov/Archives/edgar/data/93410/000095014906000076/f16935e10vk.htm,
20286,CINCINNATI FINANCIAL CORP,2005,20060310,0.203208556,0,https://www.sec.gov/Archives/edgar/data/20286/000095015206001975/l18781ae10vk.htm,
858877,CISCO SYSTEMS INC,2005,20050919,0.296791444,1,https://www.sec.gov/Archives/edgar/data/858877/000119312505187168/d10k.htm,['https://www.sec.gov/Archives/edgar/data/858877/000119312505187168/dex131.htm']
831001,CITIGROUP INC,2005,20060224,0.347593583,0,https://www.sec.gov/Archives/edgar/data/831001/000104746906002377/a2167745z10-k.htm,
877890,CITRIX SYSTEMS INC,2005,20060314,0.272727273,0,https://www.sec.gov/Archives/edgar/data/877890/000119312506053617/d10k.htm,
21076,CLOROX CO /DE/,2005,20050831,0.165775401,0,https://www.sec.gov/Archives/edgar/data/21076/000110465905042311/a05-15203_110k.htm,
811156,CMS ENERGY CORP,2005,20060224,0.310160428,0,https://www.sec.gov/Archives/edgar/data/201533/000095012406000851/k02628e10vk.txt,
21344,COCA COLA CO,2005,20060228,0.270053476,0,https://www.sec.gov/Archives/edgar/data/21344/000104746906002588/a2167326z10-k.htm,
21665,COLGATE PALMOLIVE CO,2005,20060224,0.205882353,0,https://www.sec.gov/Archives/edgar/data/21665/000119312506038891/d10k.htm,
1166691,COMCAST CORP,2005,20060222,0.294117647,1,https://www.sec.gov/Archives/edgar/data/1166691/000119312506036698/d10k.htm,['https://www.sec.gov/Archives/edgar/data/1166691/000119312506036698/dex13.htm']
28412,COMERICA INC /NEW/,2005,20060303,0.251336898,1,https://www.sec.gov/Archives/edgar/data/28412/000095012406000963/z02267e10vk.htm,['https://www.sec.gov/Archives/edgar/data/28412/000095012406000963/z02267exv13.htm']
23217,CONAGRA FOODS INC /DE/,2005,20050812,0.20855615,0,https://www.sec.gov/Archives/edgar/data/23217/000110465905038863/a05-14105_110k.htm,
1163165,CONOCOPHILLIPS,2005,20060227,0.331550802,0,https://www.sec.gov/Archives/edgar/data/1163165/000110465906012015/a06-2522_110k.htm,
1047862,CONSOLIDATED EDISON INC,2005,20060222,0.22459893,0,https://www.sec.gov/Archives/edgar/data/23632/000119312506036760/d10k.htm,
24741,CORNING INC /NY,2005,20060224,0.307486631,0,https://www.sec.gov/Archives/edgar/data/24741/000002474106000175/form10k.txt,
909832,COSTCO WHOLESALE CORP /NEW,2005,20051110,0.187165775,0,https://www.sec.gov/Archives/edgar/data/909832/000119312505223245/d10k.htm,
277948,CSX CORP,2005,20060224,0.197860963,0,https://www.sec.gov/Archives/edgar/data/277948/000095014406001485/g99714e10vk.htm,
26172,CUMMINS INC,2005,20060228,0.320855615,0,https://www.sec.gov/Archives/edgar/data/26172/000110465906012743/a06-2254_110k.htm,
64803,CVS CORP,2005,20060314,0.192513369,1,https://www.sec.gov/Archives/edgar/data/64803/000119312506053756/d10k.htm,['https://www.sec.gov/Archives/edgar/data/64803/000119312506053756/dex13.htm']
313616,DANAHER CORP /DE/,2005,20060315,0.264705882,0,https://www.sec.gov/Archives/edgar/data/313616/000119312506055148/d10k.htm,
940944,DARDEN RESTAURANTS INC,2005,20050729,0.211229947,1,https://www.sec.gov/Archives/edgar/data/940944/000094094405000153/form10k_72905.txt,['https://www.sec.gov/Archives/edgar/data/940944/000094094405000153/form10k_exhibit13mda.txt']
940944,DARDEN RESTAURANTS INC,2005,20050729,0.211229947,1,https://www.sec.gov/Archives/edgar/data/940944/000094094405000153/form10k_72905.txt,['https://www.sec.gov/Archives/edgar/data/940944/000094094405000153/form10k_exhibit13mda.txt']
315189,DEERE & CO,2005,20051220,0.232620321,0,https://www.sec.gov/Archives/edgar/data/315189/000110465905061732/a05-21685_110k.htm,
715957,DOMINION RESOURCES INC /VA/,2005,20060302,0.318181818,0,https://www.sec.gov/Archives/edgar/data/715957/000119312506043336/d10k.htm,
29905,DOVER CORP,2005,20060307,0.227272727,0,https://www.sec.gov/Archives/edgar/data/29905/000095012306002706/y17933e10vk.htm,
936340,DTE ENERGY CO,2005,20060308,0.280748663,0,https://www.sec.gov/Archives/edgar/data/936340/000095012406001039/k01978e10vk.htm,
915389,EASTMAN CHEMICAL CO,2005,20060313,0.272727273,0,https://www.sec.gov/Archives/edgar/data/915389/000091538906000017/ecc200510k.htm,
31462,ECOLAB INC,2005,20060228,0.270053476,1,https://www.sec.gov/Archives/edgar/data/31462/000110465906012710/a06-2286_110k.htm,['https://www.sec.gov/Archives/edgar/data/31462/000110465906012710/a06-2286_1ex13.htm']
31462,ECOLAB INC,2005,20060228,0.270053476,1,https://www.sec.gov/Archives/edgar/data/31462/000110465906012710/a06-2286_110k.htm,['https://www.sec.gov/Archives/edgar/data/31462/000110465906012710/a06-2286_1ex13.htm']
827052,EDISON INTERNATIONAL,2005,20060307,0.328877005,1,https://www.sec.gov/Archives/edgar/data/827052/000082705206000030/eix10k05.htm,['https://www.sec.gov/Archives/edgar/data/827052/000082705206000030/ex13eix10k.htm']
32604,EMERSON ELECTRIC CO,2005,20051122,0.203208556,1,https://www.sec.gov/Archives/edgar/data/32604/000119312505230745/d10k.htm,['https://www.sec.gov/Archives/edgar/data/32604/000119312505230745/dex13.htm']
65984,ENTERGY CORP /DE/,2005,20060310,0.315508021,0,https://www.sec.gov/Archives/edgar/data/7323/000006598406000119/a10k.htm,
33185,EQUIFAX INC,2005,20060302,0.318181818,0,https://www.sec.gov/Archives/edgar/data/33185/000110465906013557/a06-1873_110k.htm,
1109357,EXELON CORP,2005,20060215,0.328877005,0,https://www.sec.gov/Archives/edgar/data/22606/000119312506032686/d10k.htm,
34088,EXXON MOBIL CORP,2005,20060228,0.20855615,0,https://www.sec.gov/Archives/edgar/data/34088/000119312506040951/d10k.htm,
1048911,FEDEX CORP,2005,20050714,0.235294118,0,https://www.sec.gov/Archives/edgar/data/1048911/000110465905032464/a05-11806_110k.htm,
35527,FIFTH THIRD BANCORP,2005,20060216,0.254010695,0,https://www.sec.gov/Archives/edgar/data/35527/000119312506033639/d10k.htm,
1031296,FIRSTENERGY CORP,2005,20060302,0.254010695,1,https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/form10-k.htm,"['https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex13.htm', 'https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex13-1.htm', 'https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex13-2.htm', 'https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex13-3.htm', 'https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex13-4.htm', 'https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex13-5.htm', 'https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex13-6.htm', 'https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex13-7.htm']"
37996,FORD MOTOR CO,2005,20060301,0.318181818,0,https://www.sec.gov/Archives/edgar/data/37996/000003800906000031/fmc10k2005.htm,
753308,FPL GROUP INC,2005,20060223,0.262032086,0,https://www.sec.gov/Archives/edgar/data/37634/000075330806000032/file10k2005.htm,
38777,FRANKLIN RESOURCES INC,2005,20051214,0.272727273,0,https://www.sec.gov/Archives/edgar/data/38777/000119312505242624/d10k.htm,
831259,FREEPORT MCMORAN COPPER & GOLD INC,2005,20060315,0.192513369,1,https://www.sec.gov/Archives/edgar/data/831259/000083125906000004/fcx200510-k.htm,['https://www.sec.gov/Archives/edgar/data/831259/000083125906000004/exhibit13_1.htm']
39911,GAP INC,2005,20050328,0.187165775,1,https://www.sec.gov/Archives/edgar/data/39911/000119312505061097/d10k.htm,['https://www.sec.gov/Archives/edgar/data/39911/000119312505061097/dex13.htm']
39911,GAP INC,2005,20050328,0.187165775,1,https://www.sec.gov/Archives/edgar/data/39911/000119312505061097/d10k.htm,['https://www.sec.gov/Archives/edgar/data/39911/000119312505061097/dex13.htm']
40533,GENERAL DYNAMICS CORP,2005,20060303,0.20855615,0,https://www.sec.gov/Archives/edgar/data/40533/000119312506044567/d10k.htm,
40545,GENERAL ELECTRIC CO,2005,20060303,0.299465241,1,https://www.sec.gov/Archives/edgar/data/40545/000004054506000009/frm10k.htm,['https://www.sec.gov/Archives/edgar/data/40545/000004054506000009/ex13.htm']
40704,GENERAL MILLS INC,2005,20050728,0.232620321,0,https://www.sec.gov/Archives/edgar/data/40704/000089710105001694/gis052984s2_10k.htm,
40987,GENUINE PARTS CO,2005,20060303,0.160427807,1,https://www.sec.gov/Archives/edgar/data/40987/000095014406001772/g99860e10vk.htm,"['https://www.sec.gov/Archives/edgar/data/40987/000095014406001772/g99860exv13.htm', 'https://www.sec.gov/Archives/edgar/data/40987/000095014406001772/g99860exv13.htm']"
277135,GRAINGER W W INC,2005,20060306,0.203208556,0,https://www.sec.gov/Archives/edgar/data/277135/000027713506000013/form10k2005.htm,
45012,HALLIBURTON CO,2005,20060313,0.307486631,0,https://www.sec.gov/Archives/edgar/data/45012/000004501206000124/ed10k2005_final.htm,
874766,HARTFORD FINANCIAL SERVICES GROUP INC/DE,2005,20060224,0.307486631,0,https://www.sec.gov/Archives/edgar/data/874766/000095012306002232/y17778e10vk.htm,
46080,HASBRO INC,2005,20060222,0.280748663,0,https://www.sec.gov/Archives/edgar/data/46080/000095013506001133/b58828hce10vk.htm,
47111,HERSHEY CO,2005,20060228,0.21657754,0,https://www.sec.gov/Archives/edgar/data/47111/000004711106000081/form10k_december312005.htm,
47217,HEWLETT PACKARD CO,2005,20051221,0.342245989,0,https://www.sec.gov/Archives/edgar/data/47217/000104746905028479/a2165549z10-k.htm,
354950,HOME DEPOT INC,2005,20050411,0.179144385,1,https://www.sec.gov/Archives/edgar/data/354950/000104746905009783/a2153171z10-k.htm,['https://www.sec.gov/Archives/edgar/data/354950/000104746905009783/a2153171zex-13.htm']
773840,HONEYWELL INTERNATIONAL INC,2005,20060301,0.315508021,0,https://www.sec.gov/Archives/edgar/data/773840/000095011706000980/a41243.htm,
49071,HUMANA INC,2005,20060303,0.221925134,0,https://www.sec.gov/Archives/edgar/data/49071/000119312506045135/d10k.htm,
49196,HUNTINGTON BANCSHARES INC/MD,2005,20060223,0.267379679,1,https://www.sec.gov/Archives/edgar/data/49196/000095015206001400/l18143ae10vk.htm,"['https://www.sec.gov/Archives/edgar/data/49196/000095015206001400/l18143aexv13.htm', 'https://www.sec.gov/Archives/edgar/data/49196/000095015206001400/l18143aexv13.htm']"
49826,ILLINOIS TOOL WORKS INC,2005,20060224,0.229946524,1,https://www.sec.gov/Archives/edgar/data/49826/000095013706002224/c02489e10vk.htm,['https://www.sec.gov/Archives/edgar/data/49826/000095013706002224/c02489exv13.htm']
50863,INTEL CORP,2005,20060227,0.315508021,0,https://www.sec.gov/Archives/edgar/data/50863/000089161806000089/f12963e10vk.htm,
51143,INTERNATIONAL BUSINESS MACHINES CORP,2005,20060228,0.326203209,1,https://www.sec.gov/Archives/edgar/data/51143/000104746906002608/a2166922z10-k.htm,['https://www.sec.gov/Archives/edgar/data/51143/000104746906002608/a2166922zex-13.htm']
